NRO.;NOMBRE DE LA EMPRESA;RUBRO;DIRECCION;DEPARTAMENTO ;CONTACTO;CORREO ELECTRONICO;PAGINA WEB;
3408;PAN CRIS S.R.L.;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;"C. 103 Nº. 50 Z.Villa Bolívar ""D""";La Paz;Lusy Cusicanqui;pancrissrl@hotmail.com;Sitio Web No disponible;
3409;"PANADERIA ""MENAU""";ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. 48, N°. 305, Z. Cota Cota;La Paz;Daniel Choque;No disponible;No disponible;
3410;PANADERIA DEL ABUELO;INGENIERÍA DE ALIMENTOS;Z. Central Av. 6 de Agosto Nº. 1793;La Paz;No brinda este dato;cristhpal@hotmail.com;Página Web no disponible;
3411;PANADERIA GURMET;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Achumani C. Garcia Lanza Nº.3;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
3412;PANADERIA LEO NOTHMANN;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Sopocachi C. Landaeta Nº. 514;La Paz;Jhonny Weinbers;ventas.leonothmannn@gmail.com;No brinda este dato;
3413;PANADERÍA RAMÍREZ DE FEDERICO TIJO RAMIREZ;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. San Cristóbal Nº. 2124;La Paz;No brinda este dato;pan_tijo@hotmail.com;No Disponible;
3414;PANADERIA WISTUPIKU;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Zona:Central Calle: Mercado Nº 1315;La Paz;;;;
3415;PANAGRAPHICS;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Kollasuyo #2091;La Paz;Wilfredo Tarquino;panagraphics@hotmail.com;no brinda esta informacion;
3416;PANAMERICAN HOTEL;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Z. Central, C. México Nº. 1555;La Paz;No brinda este dato;info@hotel-panamerican.com;www.hotel-panamerican.com;
3417;PANCHO;VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (MECÁNICA AUTOMOTRIZ);Av. Entre Ríos Nº. 1965 Z. El Tejar;La Paz;No brinda Información;No brinda Información;No brinda Información;
3418;PANIFICADORA EL PAN CASERO;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Caminio a Viacha Villa Bolivar D C. E 132 Nº. 1000;La Paz;Maria Quispe;No Disponible;Sitio Web No disponible;
3419;PANIFICADORA LA EXQUISITA DE ROBERTO C. BUSTILLOS;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Cárdenas Nº. 1315 Z.Villa Concepción;La Paz;No brinda Información;laexquisita@yahoo.com;Sitio Web No disponible;
3420;PANIFICADORA SAN LUIS;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Armentia Nº. 520 Z. Norte;La Paz;No brinda Información;No brinda Información;No brinda Información;
3421;PANIFICADORA TRIGAL;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Villla Exaltación Primera, Av. Civica Nº. 170;La Paz;Miriam Gomez;jherrera.bo@hotmail.com;No brinda este dato;
3422;PANIFICADORAS LA EXQUISITA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Cárdenas Nº.1315;La Paz;no disponible;laexquisita@yahoo.com;no disponible;
3423;PANIKO;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Calle Mercado. Galeria Luz. Local 6. 1er piso Zona Central;La Paz;No brinda información;No brinda información;No brinda información;
3424;PANIKO;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Calle Mercado. Galeria Luz. Local 6. 1er piso Zona Central;La Paz;No brinda información;No brinda información;No brinda información;
3425;PANTUR S.R.L.;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";C. Pedro Salazar Nº. 603, Esq. P. Medina. Z. Sopocachi;La Paz;M.Cecilia Sebastian de Wilde;viajes@pantur.com.bo - analia.irusta@pantur.com.bo;www.pantur.com.bo;
3426;PAPEL RECICLADO FAPELSA SA. (Reciclado de Papeles);FABRICACIÓN DE PAPEL Y OTROS PRODUCTOS;Z. Villa Bolivar, C . Quime. Nº. 772;La Paz;Fernando Meneses Paz;fapelsa@yahoo.com;No brinda este dato;
3427;PAPELERIA NP;COMERCIO EN PAPELERIA CON DIVISIONES DE: FORMULARIOS CONTINUOS, VALORES DE SEGURIDAD, IMPRENTA PRIMA;C. Juan de la Riva # 1522 -A Zona Santa Barbara;La Paz;No Disponible;No Disponible;No Disponible;
3428;PARDO;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Prolongación Obispo Cardenas Nº. 1725 Z. Santa Barbara;La Paz;Sr. Felix Pardo;No brinda información;No brinda información;
3429;PASADORES ZAPATOS;FABRICACIÓN DE PRODUCTOS METALURGICOS BÁSICOS (HIERRO, ACERO, METALES PRECIOSOS Y FUNDICIÓN);C. Max Paredes # 901 Zona El Rosario;La Paz;BEATRIZ ESCOBAR;No Disponible;No Disponible;
3430;"PASTELERIA ""JUSTI";ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Calle Boqueron Nº 1525 San pedro;La Paz;No brinda esta información;soriavelasquez40@hotmail;No brinda esta información;
3431;"PASTELERÍA ""LA TRADICION""";ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Centro C. Juan de la Riva;La Paz;No brinda este dato;No Disponible;No Disponible;
3432;"PASTELERIA ""LUCAS""";OTRAS ACTIVIDADES DE SERVICIOS (LIMPIEZAS, PELUQUERIAS, COSMETOLOGÍA, MODELAJE);Z.San Sebastian,AV.Prolongacion Isactamayo;La Paz;Patricia Molina;No brinda este dato;No brinda este dato;
3433;PASTELERIA ALEMANA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Achumani C. Garcia Lanza Nº.1;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
3434;PASTELERIA BETANIA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Kollasuyu # 87 y C. Chapare Bajo Mcal. Santa Cruz;La Paz;No Disponible;No Disponible;No Disponible;
3435;PASTELERIA KUCHEN STUBE;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Rosendo Gutierrez Nº 461 Ed. Guadalquivir P.B. Local 7;La Paz;No brinda esta información;manitakent@yahoo.com;No brinda esta información;
3436;PASTELERIA LA ESPIGA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Arce y Rosendo Gutierrez Nº. 2390 Sopocachi;La Paz;No disponible;No disponible;No disponible;
3437;PASTELERIA LA VICTORIA`S;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Avenida Arica Nº 200 Zona Bolivar;La Paz;No brinda esta información;victoriasbolivia@yahoo.es;No brinda esta información;
3438;PASTELERIA LA VICTORIA`S;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Avenida Arica Nº 200 Zona Bolivar;La Paz;No brinda esta información;victoriasbolivia@yahoo.es;No brinda esta información;
3439;PASTELERIA SUPER DONALDS;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Max Paredes # 918 Zona El Rosario;La Paz;REYNA CALLE;ruth_callec@hotmail.com;No Disponible;
3440;PASTELES;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Max Paredes Av. Buenos Aires Nº 858;La Paz;Alicia Huanca Mamani;No brinda este dato;Página Web no disponible;
3441;NOMBRE DE LA EMPRESA;RUBRO;DIRECCIÓN;DEPARTAMENTO;CONTÁCTO;CORRERO ELECTRÓNICO;PÁGINA WEB;
3442;"PASTELERÍA ""LA TRADICION""";ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Centro C. Juan de la Riva;La Paz;No brinda este dato;No Disponible;No Disponible;
3443;"PASTELERIA ""LUCAS""";OTRAS ACTIVIDADES DE SERVICIOS (LIMPIEZAS, PELUQUERIAS, COSMETOLOGÍA, MODELAJE);Z.San Sebastian,AV.Prolongacion Isactamayo;La Paz;Patricia Molina;No brinda este dato;No brinda este dato;
3444;PASTELERIA ALEMANA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Achumani C. Garcia Lanza Nº.1;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
3445;PASTELERIA BETANIA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Kollasuyu # 87 y C. Chapare Bajo Mcal. Santa Cruz;La Paz;No Disponible;No Disponible;No Disponible;
3446;PASTELERIA KUCHEN STUBE;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Rosendo Gutierrez Nº 461 Ed. Guadalquivir P.B. Local 7;La Paz;No brinda esta información;manitakent@yahoo.com;No brinda esta información;
3447;PASTELERIA LA ESPIGA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Arce y Rosendo Gutierrez Nº. 2390 Sopocachi;La Paz;No disponible;No disponible;No disponible;
3448;PASTELERIA LA VICTORIA`S;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Avenida Arica Nº 200 Zona Bolivar;La Paz;No brinda esta información;victoriasbolivia@yahoo.es;No brinda esta información;
3449;PASTELERIA LA VICTORIA`S;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Avenida Arica Nº 200 Zona Bolivar;La Paz;No brinda esta información;victoriasbolivia@yahoo.es;No brinda esta información;
3450;PASTELERIA SUPER DONALDS;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Max Paredes # 918 Zona El Rosario;La Paz;REYNA CALLE;ruth_callec@hotmail.com;No Disponible;
3451;PASTELES;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Max Paredes Av. Buenos Aires Nº 858;La Paz;Alicia Huanca Mamani;No brinda este dato;Página Web no disponible;
3452;PATY;JOYERIA - PIEDRAS PRECIOSAS;Av. Buenos Aires Av. Tumusla Pasaje Tarapaca Nº. 481;La Paz;Patricia Flores;No brinda este dato;pagina Web no disponible;
3453;PC HARVARD;COMERCIALIZACIÓN DE EQUIPOS DE COMPUTACIÓN E INSUMOS;C. Calatayud Nº. 660 Z. Rosario;La Paz;No brinda Información;No brinda Información;No brinda Información;
3454;PCA INGENIEROS CONSULTORES S.A.;ACTIVIDADES EMPRESARIALES, Y FINANCIERAS (MARKETIN, SECRETARIALES, DE PERSONAL, JURÍDICAS, CONTABLES, DE IMPUESTOS, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);C. Lisimaco Gutiérrez Nº.592;La Paz;Jose Patiño Milan;pca-lapaz@pcaing.com;Sitio Web No disponible;
3455;PDAR YUNGAS LA PAZ, ADYLAP;AGRICULTURA, GANADERIA, CAZA Y ACTIVIDADES RELACIONADAS;C. 8 Nº. 8082, Calacoto - 05 Zona Sur;La Paz;No Disponible;adylap@acelerate.com;Sitio Web No disponible;
3456;PEDRO H.W. TICHAUER;DISTRIBUCION, IMPORTACIÓN, VENTAS DE DIFERENTES PRODUCTOS, MATERIA PRIMA PARA DIFERENTES EMPRESAS;Av. Mariscal Santa Cruz Ed. Santa Cruz N°. 1088 p;La Paz;Jacqueline Inchauste;no disponible;no disponible;
3457;PEGASO LTDA.;DISTRIBUCION, IMPORTACIÓN, VENTAS DE DIFERENTES PRODUCTOS, MATERIA PRIMA PARA DIFERENTES EMPRESAS;C. Heriberto Gutiérrez Nº. 2323, Esq. C. Rosendo Gutiérrez Sopocachi;La Paz;Jorge L.Rivera Guachalla;pegasolpb@acelerate.com;www.pegaso.com.bo;
3458;PELETERIA VICUÑA;ARTESANIAS (PINTURA EN TELA, EN MADERA, PORCELANA FRÍA, COTILLON, PEDRERÍA, MUÑEQUERIA);Pasaje Nuñez del Prado bloque A N° 7;La Paz;Jovita Michaga;No brinda este dato;Página Web no disponible;
3459;PELETERIA VICUÑA;ARTESANIAS (PINTURA EN TELA, EN MADERA, PORCELANA FRÍA, COTILLON, PEDRERÍA, MUÑEQUERIA);Pasaje Nuñez del Prado bloque A Nº 7;La Paz;Jovita Mighaga;No brinda este dato;Página Web no disponible;
3460;PELUQUERIA ABANA;PELUQUERIA, PEINADOS Y COSMETOLOGIA;Z. Villa Nueva Av. Buenos Aires N°. 1271;La Paz;No Disponible;tajito_9202@hotmail.com;No Disponible;
3461;"PELUQUERIA CANINA ""MIMA DOGG""";PELUQUERIA, PEINADOS Y COSMETOLOGIA;Z. Miraflores Av. Busch;La Paz;Miguel Romero;No Disponible;No Disponible;
3462;PELUQUERIA CANINA GENESIS;SERVICIOS SOCIALES Y DE SALUD (RELACIONADAS CON LA SALUD HUMANA, ENFERMERIA,PROTESIS DENTAL), VETERINARIA Y PRODUCTOS NATURALES;Z.San Pedro C. 20 de Octubre Nº 1798;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
3463;PELUQUERIA MARION;PELUQUERIA, PEINADOS Y COSMETOLOGIA;Av. Saabedra #2055;La Paz;Mario Paredes;no brinda esta informacion;no brinda esta informacion;
3464;PELUQUERIA ZENIA;PELUQUERIA, PEINADOS Y COSMETOLOGIA;Z. Los Andes Av. Buenos Aires N°. 869;La Paz;Martha Gutierrez;No brinda este dato;No brinda este dato;
3465;"PELUQUERIA""ADELA""";PELUQUERIA, PEINADOS Y COSMETOLOGIA;Z. Centro C. Almirante Grau Nª 398;La Paz;Adela Choque;adelachoque@hotmail.com;No Disponible;
3466;PENIEL;DISTRIBUCION, IMPORTACIÓN, VENTAS DE DIFERENTES PRODUCTOS, MATERIA PRIMA PARA DIFERENTES EMPRESAS;Z.San Sebastian,Prolongacion Issac tamayo;La Paz;Julio Mollo;No brinda este dato;No brinda este dato;
3467;PEÑA RESTAURANT VALERY;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Z. Las Lomas, Av. Buenos Aires N°. 3118;La Paz;No brinda este dato;No brinda este dato;No brinda este dato;
3468;PEPSI;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Rio Seco. Av. Panamericana (El Alto);La Paz;no disponible;aayaviri@ung.com.bo;www.pepsimundo.com;
3469;PEQUEMANITOS;FABRICACIÓN DE PRODUCTOS TEXTILES, TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO;Achumani Calle 16 Nº 330 edif. Planta baja;La Paz;Olivia Vargas Luque;No brinda este dato;Página Web no disponible;
3470;"PERIODISTAS ASOCIADOS TELEVISION LTDA. ""P.A.T.""";CORREO Y TELECOMUNICACIONES;C. Posnasky Nº. 1069 Z. Miraflores;La Paz;Sergio Weise;informate@retpat.tv;www.redpat.tv;
3471;PERIODISTAS ASOCIADOS TELEVISION LTDA. P.A.T.;ACTIVIDADES DE ESPARCIMIENTO, CULTURALES Y DEPORTIVAS (COMUNICACIÓN SOCIAL, PERIODISMOS, RADIO, TV, TEATRO, MÚSICA, DEPORTES);C . Posnasky Nº.1069;La Paz;Claudia Aparicio;info@red-pat.tvt;www.redpat.com;
3472;PERMEX;FABRICACIÓN DE PRODUCTOS METALURGICOS BÁSICOS (HIERRO, ACERO, METALES PRECIOSOS Y FUNDICIÓN);Z. La Portada Nº 2314 Av. Entre Rios;La Paz;;;;
3473;PERNO CENTRO;IMPORTACIONES Y REPRESENTACIONES (PERNOS, TORNILLOS,TUERCAS, SEGUROS Y ABRAZADERAS);"Av. 6 de Marzo Nº. 250 Z. Villa Bolivar ""A""";La Paz;Graciela Helguero C.;ghelguero@pernocentro.com, ventas@pernocentro.com;www.pernocentro.com;
3474;PERNO CENTRO;IMPORTACIONES Y REPRESENTACIONES (PERNOS, TORNILLOS,TUERCAS, SEGUROS Y ABRAZADERAS);Av. Heroes del Acre N°. 1542 Z. San Pedro;La Paz;No brinda este dato;No disponible;www.pernocentro.com;
3475;PERNOS ACERO;VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (MECÁNICA AUTOMOTRIZ);Av. Entre Ríos Nº. 2293 Z. Alto Tejar;La Paz;No brinda Información;No brinda Información;No brinda Información;
3476;PERU BOLIVIAN TOURS LTDA.;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";C. Capitán Ravelo Nº. 2097 esquina Montevideo;La Paz;Beatriz de Martinez;info@perubolivian.com;www.perubolivian.com;
3477;PETROGAS;COMERCIALIZACIÓN DE ADESIVOS PARA LA INDUSTRIA EN GENERAL, PINTURAS ARQUITECTÓNICAS, SOLVENTES Y QUÍMICOS EN GENERAL, ETC;c.Cuba #1998 esq.Villalobos;La Paz;Carolina Chambi;petrogaz_fs@hotmail.com;no brinda esta informacion;
3478;PETSHOP;SERVICIOS SOCIALES Y DE SALUD (RELACIONADAS CON LA SALUD HUMANA, ENFERMERIA,PROTESIS DENTAL), VETERINARIA Y PRODUCTOS NATURALES;Av. Saavedra Nº.1002;La Paz;Maria Flores;mariflor_009@hotmail.com;no brinda esta informacion;
3479;PHARMABOZ;IMPORTACIÓN DE ARTÍCULOS CLÍNICOS;Av. La Bandera Nº. 1300, Frente Plta. Electrica;La Paz;Richard Hugo Bozo Lafuente;no disponible;no disponible;
3480;PHARMACEUTICAL COMPANY S.A.E. S.A.;IMPORTACION, EXPORTACION O FABRICACIÓN DE SUSTANCIAS Y PRODUCTOS QUIMICOS (PESTICIDAS, PINTURAS, BARNICES,PROD. FARMACEUTICOS, COSMÉTICOS, JABONES, DETERGENTES, PERFUMES);Av. Ecuador Nº. 2608 Esq. Pedro Salazar;La Paz;Oliver Dueri Siade;saepc@saebolivia.com;www.saebolivia.com;
3481;PHARMATECH BOLIVIANA S.A.;IMPORTACIÓN DE ARTÍCULOS CLÍNICOS;C. Pinilla Ed. Arcadia Mezanine. Of. 208 Z. Sopocachi;La Paz;Eduardo Bolt;no disponible;no disponible;
3482;PHITAÑANI(Textiles);FABRICACIÓN DE PRODUCTOS TEXTILES, TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO;Z. Alto Obrajes C.Raúl Gamarra N°. 1401;La Paz;Ana Rosario Espinoza Elías;textilespiñata@hotmail.com;Sitio Web No Disponible;
3483;PICASSO (SALTEÑAS);ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Miraflores C. Panama Nº. 1504;La Paz;No brinda información;No brinda información;No brinda información;
3484;PICS (PROYECTOS DE ING.EN CONSTRUCCION Y SERV.);INGENIEROS (CONTRUCCIÓN DE INFRAESTRUCTURA VIAL PÚBLICA Y PRIVADA);Av. Montes 630 Of.30 Frente Cine Mexico;La Paz;Ivan Victor Alvarez Lopez;No Disponible;No Disponible;
3485;PIE DERECHO PUBLICIDAD ACTIVA;ACTIVIDADES EMPRESARIALES A NIVEL NACIONAL E INTERNACIONAL (MARKETIN, SECRETARIALES, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);Z. Sopocachi, Av. Arce Ed.Torre Multicine Nº. 806;La Paz;Edgar Mercado;info@piederechobolivia.com;www.piederechobolivia.com;
3486;PIERROT;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;c. Potosí, (Hotel Gloria);La Paz;No brinda esta información;No brinda esta información;No brinda esta información;
3487;PIGALLE 1;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);San Miguel Av. Montenegro Nº. 1456;La Paz;No brinda este dato;No brinda este dato;Sitio Web No disponible;
3488;PIGALLE 2;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);San Miguel C. Gabriel Rene Moreno Nº. 1272;La Paz;No brinda este dato;No brinda este dato;Sitio Web No disponible;
3489;PIGALLE S..R.L;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Av. Montenegro nro. 1456 (San Miguel);La Paz;;;www.pigallereposteria.com;
3490;PIGALLE S..R.L;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Av. Montenegro nro. 1456 (San Miguel);La Paz;;;www.pigallereposteria.com;
3491;PIGALLE S.R.L;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Av. Montenegro nro. 1456 (San Miguel);La Paz;;;www.pigallereposteria.com;
3492;PIGALLE S.R.L;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Av. Montenegro nro. 1456 (San Miguel);La Paz;;;www.pigallereposteria.com;
3493;PIJAMAS;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Av. Tumusla# 580 Local 6 Zona 14 de Septiembre;La Paz;No Disponible;No Disponible;No Disponible;
3494;PIL ANDINA S.A.;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Coroico Nº. 1482 Z. Miraflores;La Paz;Humberto Arandia;harandia@pilandina.com.bo;www.pilandina.com.bo;
3495;"PILI'S TALLER LINEA DE MUÑECAS ""PILINCHAS""";ARTESANIAS (PINTURA EN TELA, EN MADERA, PORCELANA FRÍA, COTILLON, PEDRERÍA, MUÑEQUERIA);Galeria Dorian Local 7A;La Paz;F. Felicidad Lara Bustillos;No Disponible;No Disponible;
3496;PIMACBOL;IMPORTACION Y EXPORTACION , COMERCIO MAYORISTA DE MATERIAL ESCOLAR;C. Colón Nº. 635 Z. Central;La Paz;No brinda información;pimacbol@yahoo.com;No brinda información;
3497;PIO RICO;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Z. Villa Fatima C. Mayor Lopera Esq. Alto Beni Nº. 283 Super Mercado Ketal;La Paz;No brinda este dato;No brinda este dato;Sitio Web No disponible;
3498;PIRAMIDE INGENIERIA Y CONSTRUCCION S.R.L.;CONSTRUCCIÓN, DECORACIÓN DE INTERIORES, ACTIVIDADES Y SERVICIOS RELACIONADOS;No Disponible;La Paz;Vladimir Gomez Dans;piramideinglpz@gmail.com;www.piramidebolivia.com;
3499;PIROSKA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. 20 de Octubre 2332, Ed. Guadalquivir PB, Local 3;La Paz;Tania Barrenechea;No Disponible;www.piroskabol.com;
3500;PIROSKA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. 20 de Octubre. Ed. Guadalquivir Of. 3. Z. Sopocachi;La Paz;No brinda información;eventos@piroskabol.com;www.piroskadigital.com;
3501;PISO CENTRO;VENTA Y LIMPIEZA DE ALFOMBRAS;Av. Manco Kapac # 340 Zona El Rosario;La Paz;No Disponible;No Disponible;No Disponible;
3502;PISOS FROMER;TRANSFORMACIÓN DE MADERA, FABRICACIÓN DE SUS PRODUCTOS (EXCEPTO MUEBLES), DE CORCHO, DE CESTERIA Y ESPARTERIA;Av. Buenos Aires N°. 1683 esq. Urcullo;La Paz;Franklin Cayo Ceron;No brinda este dato;No brinda este dato;
3503;PIZZERIA NOSTRA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Arce Nº. 2316 Z. Sopocachi;La Paz;no disponible;no disponible;no disponible;
3504;PIZZERIAS SERGIOS;INGENIERÍA DE ALIMENTOS;Z. Central Av. 6 de Agosto Nº 1768;La Paz;No brinda este dato;No brinda este dato;Página Web;
3505;PLACER B (Chocolatería);ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Chasquipampa C. 51 Nº. 63;La Paz;Zulma Casas Perez;licetmondacaperz@hotmail.com;No brinda este dato;
3506;PLANO MEDIO;FABRICACIÓN DE INSTRUMENTOS MÉDICOS, ÓPTICOS Y DE PRECISION, EQUIPO FOTOGRÁFICO Y RELOJES;No Brinda Información;La Paz;Mario Espinoza Osorio;No Brinda Información;http://www.planomedio.com/;
3507;PLANTAS;COMERCIALIZACION DE PLANTAS EN GENERAL;C. Boqueron # 1138 Zona San Pedro;La Paz;No Disponible;No Disponible;No Disponible;
3508;PLANTAS MILAGROSAS;IMPORTACIÓN DE ARTÍCULOS CLÍNICOS;Z. Bautista Av. Edificio Elsa Maria No. 1064;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
